"","ZIP","CITY","STATE","MEMBER","LAT","LON"
"398",27833,"Greenville","NC",1699,35.5999984741211,-77.379997253418
"399",23112,"Midlothian","VA",1698,37.4300003051758,-77.6500015258789
"400",80134,"Parker","CO",1691,39.4700012207031,-104.769996643066
"401",60004,"Arlington Heights","IL",1690,42.1100006103516,-87.9700012207031
"402",97123,"Hillsboro","OR",1683,45.5099983215332,-122.949996948242
"403",76244,"Keller","TX",1683,32.9300003051758,-97.25
"404",94540,"Hayward","CA",1679,37.6599998474121,-122.099998474121
"405",30028,"Cumming","GA",1678,34.2099990844727,-84.1399993896484
"406",36101,"Montgomery","AL",1677,32.4000015258789,-86.3300018310547
"407",90230,"Culver City","CA",1676,34,-118.389999389648
"408",21041,"Ellicott City","MD",1669,39.2700004577637,-76.8399963378906
"409",37064,"Franklin","TN",1669,35.9199981689453,-86.8899993896484
"410",31201,"Macon","GA",1667,32.8300018310547,-83.629997253418
"411",11405,"Jamaica","NY",1664,40.7000007629395,-73.7900009155273
"412",94582,"San Ramon","CA",1660,37.6699981689453,-121.889999389648
"413",93901,"Salinas","CA",1651,36.6699981689453,-121.650001525879
"414",98036,"Lynnwood","WA",1651,47.7999992370605,-122.279998779297
"415",79101,"Amarillo","TX",1651,35.2099990844727,-101.839996337891
"416",93062,"Simi Valley","CA",1650,34.2900009155273,-118.73999786377
"417",80001,"Arvada","CO",1649,39.7999992370605,-105.089996337891
"418",75701,"Tyler","TX",1631,32.3300018310547,-95.2900009155273
"419",75022,"Flower Mound","TX",1630,33.0099983215332,-97.0999984741211
"420",76501,"Temple","TX",1630,31.0900001525879,-97.3099975585938
"421",91358,"Thousand Oaks","CA",1624,34.1800003051758,-118.870002746582
"422",44501,"Youngstown","OH",1620,41.0999984741211,-80.6600036621094
"423",13901,"Binghamton","NY",1602,42.1599998474121,-75.8899993896484
"424",99001,"Airway Heights","WA",1599,47.6500015258789,-117.620002746582
"425",92607,"Laguna Niguel","CA",1598,33.5299987792969,-117.709999084473
"426",20715,"Bowie","MD",1598,38.9900016784668,-76.7399978637695
"427",60038,"Palatine","IL",1586,42.0999984741211,-88.0100021362305
"428",18015,"Bethlehem","PA",1584,40.5999984741211,-75.370002746582
"429",33458,"Jupiter","FL",1581,26.9400005340576,-80.120002746582
"430",93277,"Visalia","CA",1579,36.310001373291,-119.309997558594
"431",58102,"Fargo","ND",1578,46.8899993896484,-96.8000030517578
"432",92630,"Lake Forest","CA",1577,33.6500015258789,-117.669998168945
"433",75050,"Grand Prairie","TX",1565,32.7700004577637,-97
"434",94025,"Menlo Park","CA",1562,37.439998626709,-122.190002441406
"435",63301,"Saint Charles","MO",1555,38.8499984741211,-90.4800033569336
"436",52401,"Cedar Rapids","IA",1546,41.9700012207031,-91.6600036621094
"437",84601,"Provo","UT",1541,40.2200012207031,-111.690002441406
"438",20707,"Laurel","MD",1540,39.0999984741211,-76.879997253418
"439",95677,"Rocklin","CA",1535,38.7900009155273,-121.23999786377
"440",1701,"Framingham","MA",1534,42.3199996948242,-71.4300003051758
"441",34652,"New Port Richey","FL",1533,28.2399997711182,-82.7300033569336
"442",37660,"Kingsport","TN",1525,36.5499992370605,-82.5500030517578
"443",7960,"Morristown","NJ",1523,40.7900009155273,-74.4899978637695
"444",29483,"Summerville","SC",1519,33.0200004577637,-80.2099990844727
"445",54911,"Appleton","WI",1500,44.2799987792969,-88.4000015258789
"446",33770,"Largo","FL",1500,27.9200000762939,-82.8000030517578
"447",28601,"Hickory","NC",1492,35.75,-81.3199996948242
"448",55901,"Rochester","MN",1473,44.0499992370605,-92.5
"449",64801,"Joplin","MO",1471,37.1100006103516,-94.5199966430664
"450",30515,"Buford","GA",1468,34.1300010681152,-84.0299987792969
"451",19702,"Newark","DE",1463,39.5999984741211,-75.75
"452",30003,"Norcross","GA",1462,33.6800003051758,-84.0100021362305
"453",47901,"Lafayette","IN",1460,40.4199981689453,-86.8899993896484
"454",91941,"La Mesa","CA",1455,32.7599983215332,-117
"455",2153,"Medford","MA",1446,42.4199981689453,-71.1100006103516
"456",98003,"Federal Way","WA",1441,47.310001373291,-122.309997558594
"457",27587,"Wake Forest","NC",1437,35.9599990844727,-78.5199966430664
"458",26501,"Morgantown","WV",1426,39.6300010681152,-79.9599990844727
"459",70001,"Metairie","LA",1425,29.9899997711182,-90.1699981689453
"460",95030,"Los Gatos","CA",1422,37.1699981689453,-121.970001220703
"461",32762,"Oviedo","FL",1417,28.6599998474121,-81.1800003051758
"462",94566,"Pleasanton","CA",1414,37.6699981689453,-121.879997253418
"463",27560,"Morrisville","NC",1414,35.8300018310547,-78.8399963378906
"464",92672,"San Clemente","CA",1409,33.439998626709,-117.620002746582
"465",48601,"Saginaw","MI",1404,43.4099998474121,-83.9000015258789
"466",77338,"Humble","TX",1403,30,-95.2799987792969
"467",25301,"Charleston","WV",1400,38.3499984741211,-81.629997253418
"468",32746,"Lake Mary","FL",1398,28.7600002288818,-81.3499984741211
"469",28070,"Huntersville","NC",1394,35.4199981689453,-80.8399963378906
"470",86001,"Flagstaff","AZ",1391,35.1399993896484,-111.629997253418
"471",48033,"Southfield","MI",1377,42.4700012207031,-83.2900009155273
"472",34945,"Fort Pierce","FL",1366,27.4200000762939,-80.4499969482422
"473",54901,"Oshkosh","WI",1354,44.0200004577637,-88.5400009155273
"474",77410,"Cypress","TX",1350,29.9699993133545,-95.6999969482422
"475",23058,"Glen Allen","VA",1344,37.6599998474121,-77.4800033569336
"476",6810,"Danbury","CT",1342,41.3899993896484,-73.4499969482422
"477",76051,"Grapevine","TX",1338,32.9300003051758,-97.0999984741211
"478",95608,"Carmichael","CA",1328,38.6300010681152,-121.330001831055
"479",32080,"Saint Augustine","FL",1326,29.8299999237061,-81.2699966430664
"480",24501,"Lynchburg","VA",1319,37.4000015258789,-79.1699981689453
"481",65721,"Ozark","MO",1318,37.0099983215332,-93.1999969482422
"482",32771,"Sanford","FL",1314,28.7900009155273,-81.3000030517578
"483",16801,"State College","PA",1302,40.7999992370605,-77.8399963378906
"484",95616,"Davis","CA",1301,38.560001373291,-121.75
"485",94568,"Dublin","CA",1300,37.7099990844727,-121.930000305176
"486",39201,"Jackson","MS",1296,32.2900009155273,-90.1800003051758
"487",91604,"Studio City","CA",1287,34.1399993896484,-118.389999389648
"488",30101,"Acworth","GA",1280,34.0400009155273,-84.7099990844727
"489",63011,"Ballwin","MO",1263,38.5999984741211,-90.5500030517578
"490",88001,"Las Cruces","NM",1259,32.3199996948242,-106.73999786377
"491",39401,"Hattiesburg","MS",1259,31.25,-89.2799987792969
"492",6824,"Fairfield","CT",1253,41.1699981689453,-73.2699966430664
"493",90601,"Whittier","CA",1243,34.0099983215332,-118.029998779297
"494",20772,"Upper Marlboro","MD",1239,38.7999992370605,-76.7900009155273
"495",77573,"League City","TX",1237,29.5,-95.0899963378906
"496",48197,"Ypsilanti","MI",1237,42.2299995422363,-83.620002746582
"497",32003,"Orange Park","FL",1236,30.1299991607666,-81.7699966430664
"498",30083,"Stone Mountain","GA",1236,33.7900009155273,-84.1999969482422
"499",37024,"Brentwood","TN",1236,36,-86.7900009155273
"500",98001,"Auburn","WA",1236,47.310001373291,-122.26000213623
"501",78660,"Pflugerville","TX",1235,30.4400005340576,-97.629997253418
"502",57101,"Sioux Falls","SD",1233,43.5999984741211,-96.6999969482422
"503",80537,"Loveland","CO",1233,40.3899993896484,-105.110000610352
"504",81501,"Grand Junction","CO",1230,39.0800018310547,-108.540000915527
"505",19901,"Dover","DE",1229,39.1500015258789,-75.5299987792969
"506",33568,"Riverview","FL",1220,27.8700008392334,-82.3199996948242
"507",63005,"Chesterfield","MO",1218,38.6300010681152,-90.620002746582
"508",80401,"Golden","CO",1217,39.7099990844727,-105.230003356934
"509",75149,"Mesquite","TX",1211,32.7700004577637,-96.6100006103516
"510",6107,"West Hartford","CT",1201,41.7599983215332,-72.7600021362305
"511",76180,"North Richland Hills","TX",1190,32.8600006103516,-97.2200012207031
"512",48007,"Troy","MI",1188,42.5800018310547,-83.1500015258789
"513",99336,"Kennewick","WA",1181,46.189998626709,-119.129997253418
"514",59801,"Missoula","MT",1181,46.8600006103516,-114.040000915527
"515",34606,"Spring Hill","FL",1177,28.4699993133545,-82.5999984741211
"516",79601,"Abilene","TX",1173,32.4799995422363,-99.6999969482422
"517",7652,"Paramus","NJ",1172,40.9500007629395,-74.0699996948242
"518",94022,"Los Altos","CA",1169,37.3699989318848,-122.139999389648
"519",77701,"Beaumont","TX",1169,30.0699996948242,-94.0999984741211
"520",32750,"Longwood","FL",1164,28.7000007629395,-81.3600006103516
"521",30024,"Suwanee","GA",1160,34.060001373291,-84.0800018310547
"522",92064,"Poway","CA",1160,32.9799995422363,-117.040000915527
"523",92840,"Garden Grove","CA",1160,33.7900009155273,-117.930000305176
"524",92651,"Laguna Beach","CA",1149,33.5400009155273,-117.779998779297
"525",4401,"Bangor","ME",1145,44.810001373291,-68.7799987792969
"526",23185,"Williamsburg","VA",1142,37.2700004577637,-76.7099990844727
"527",32725,"Deltona","FL",1142,28.8999996185303,-81.2399978637695
"528",77840,"College Station","TX",1134,30.6000003814697,-96.3099975585938
"529",1060,"Northampton","MA",1133,42.3300018310547,-72.6800003051758
"530",77301,"Conroe","TX",1132,30.3099994659424,-95.4300003051758
"531",49684,"Traverse City","MI",1131,44.7700004577637,-85.6999969482422
"532",81001,"Pueblo","CO",1131,38.2900009155273,-104.580001831055
"533",2601,"Hyannis","MA",1128,41.6500015258789,-70.3000030517578
"534",86301,"Prescott","AZ",1127,34.5900001525879,-112.459999084473
"535",17315,"Dover","PA",1125,40.0099983215332,-76.8199996948242
"536",22554,"Stafford","VA",1124,38.4599990844727,-77.4400024414062
"537",60515,"Downers Grove","IL",1116,41.810001373291,-88.0199966430664
"538",90254,"Hermosa Beach","CA",1116,33.8699989318848,-118.400001525879
"539",95670,"Rancho Cordova","CA",1115,38.5999984741211,-121.25
"540",32703,"Apopka","FL",1109,28.6599998474121,-81.5
"541",7701,"Red Bank","NJ",1107,40.3499984741211,-74.0699996948242
"542",78501,"McAllen","TX",1106,26.2099990844727,-98.2399978637695
"543",29464,"Mount Pleasant","SC",1103,32.8199996948242,-79.8499984741211
"544",20151,"Chantilly","VA",1100,38.8899993896484,-77.4499969482422
"545",76039,"Euless","TX",1089,32.8499984741211,-97.0899963378906
"546",77801,"Bryan","TX",1087,30.8899993896484,-96.2900009155273
"547",54701,"Eau Claire","WI",1086,44.7999992370605,-91.4800033569336
"548",60031,"Gurnee","IL",1085,42.3699989318848,-87.9300003051758
"549",78641,"Leander","TX",1077,30.5300006866455,-97.879997253418
"550",1803,"Burlington","MA",1072,42.5099983215332,-71.1999969482422
"551",32960,"Vero Beach","FL",1071,27.6499996185303,-80.4199981689453
"552",30039,"Snellville","GA",1070,33.8199996948242,-84.0199966430664
"553",28025,"Concord","NC",1070,35.4000015258789,-80.5800018310547
"554",95687,"Vacaville","CA",1070,38.3499984741211,-121.949996948242
"555",22003,"Annandale","VA",1069,38.8300018310547,-77.2099990844727
"556",1970,"Salem","MA",1067,42.5200004577637,-70.9000015258789
"557",19401,"Norristown","PA",1066,40.1300010681152,-75.3499984741211
"558",8401,"Atlantic City","NJ",1065,39.3600006103516,-74.4400024414062
"559",80104,"Castle Rock","CO",1063,39.3899993896484,-104.860000610352
"560",93940,"Monterey","CA",1063,36.5900001525879,-121.849998474121
"561",73003,"Edmond","OK",1062,35.7000007629395,-97.5699996948242
"562",79821,"Anthony","TX",1058,31.9699993133545,-106.599998474121
"563",28115,"Mooresville","NC",1057,35.5800018310547,-80.8199996948242
"564",95991,"Yuba City","CA",1057,39,-121.620002746582
"565",54601,"La Crosse","WI",1056,43.7999992370605,-91.2200012207031
"566",33441,"Deerfield Beach","FL",1056,26.3099994659424,-80.0999984741211
"567",7011,"Clifton","NJ",1050,40.8800010681152,-74.1500015258789
"568",91316,"Encino","CA",1046,34.1599998474121,-118.51000213623
"569",33543,"Wesley Chapel","FL",1044,28.2099990844727,-82.3000030517578
"570",10801,"New Rochelle","NY",1044,40.9199981689453,-73.7900009155273
"571",94550,"Livermore","CA",1041,37.6800003051758,-121.75
"572",2148,"Malden","MA",1041,42.4300003051758,-71.0599975585938
"573",35756,"Madison","AL",1041,34.5800018310547,-86.8199996948242
"574",91354,"Valencia","CA",1035,34.4500007629395,-118.550003051758
"575",32547,"Fort Walton Beach","FL",1034,30.4500007629395,-86.629997253418
"576",90266,"Manhattan Beach","CA",1031,33.8899993896484,-118.400001525879
"577",84201,"Ogden","UT",1030,41.2400016784668,-112
"578",11377,"Woodside","NY",1029,40.7400016784668,-73.9100036621094
"579",34711,"Clermont","FL",1028,28.5400009155273,-81.7600021362305
"580",25701,"Huntington","WV",1025,38.4000015258789,-82.4400024414062
"581",2471,"Watertown","MA",1020,42.3699989318848,-71.1699981689453
"582",20781,"Hyattsville","MD",1017,38.939998626709,-76.9300003051758
"583",32707,"Casselberry","FL",1016,28.6599998474121,-81.3099975585938
"584",60120,"Elgin","IL",1013,42.0400009155273,-88.2799987792969
"585",43081,"Westerville","OH",1010,40.1100006103516,-82.9100036621094
"586",55344,"Eden Prairie","MN",1009,44.8600006103516,-93.4499969482422
"587",59101,"Billings","MT",1008,45.7700004577637,-108.480003356934
"588",91758,"Ontario","CA",1007,34.060001373291,-117.610000610352
"589",95628,"Fair Oaks","CA",1007,38.6500015258789,-121.26000213623
"590",95035,"Milpitas","CA",1004,37.439998626709,-121.889999389648
"591",64063,"Lees Summit","MO",1004,39.0999984741211,-93.5500030517578
"592",29708,"Fort Mill","SC",1003,35.0099983215332,-80.9499969482422
"593",44107,"Lakewood","OH",1002,41.4799995422363,-81.7900009155273
"594",39530,"Biloxi","MS",1002,30.3999996185303,-88.9000015258789
"595",92688,"Rancho Santa Margarita","CA",998,33.6500015258789,-117.589996337891
"596",92551,"Moreno Valley","CA",997,33.9000015258789,-117.190002441406
"597",21117,"Owings Mills","MD",996,39.4300003051758,-76.7699966430664
"598",33548,"Lutz","FL",995,28.1399993896484,-82.4800033569336
"599",18040,"Easton","PA",995,40.7200012207031,-75.2200012207031
"600",13601,"Watertown","NY",994,43.9799995422363,-75.9000015258789
"601",92885,"Yorba Linda","CA",994,33.8899993896484,-117.819999694824
"602",13501,"Utica","NY",993,43.0800018310547,-75.2300033569336
"603",91324,"Northridge","CA",987,34.2400016784668,-118.550003051758
"604",6830,"Greenwich","CT",986,41.0400009155273,-73.629997253418
"605",30133,"Douglasville","GA",985,33.7400016784668,-84.6999969482422
"606",73019,"Norman","OK",983,35.2099990844727,-97.4499969482422
"607",80030,"Westminster","CO",983,39.8300018310547,-105.040000915527
"608",92071,"Santee","CA",983,32.8499984741211,-116.98999786377
"609",28104,"Matthews","NC",981,35.1199989318848,-80.7200012207031
"610",98020,"Edmonds","WA",981,47.7999992370605,-122.370002746582
"611",76063,"Mansfield","TX",979,32.5800018310547,-97.1399993896484
"612",84070,"Sandy","UT",978,40.5699996948242,-111.879997253418
"613",91801,"Alhambra","CA",978,34.0900001525879,-118.129997253418
"614",63366,"O Fallon","MO",977,38.8400001525879,-90.7399978637695
"615",18901,"Doylestown","PA",977,40.3300018310547,-75.120002746582
"616",48331,"Farmington","MI",971,42.5099983215332,-83.4100036621094
"617",87124,"Rio Rancho","NM",969,35.2599983215332,-106.699996948242
"618",60544,"Plainfield","IL",969,41.6199989318848,-88.1999969482422
"619",30114,"Canton","GA",969,34.25,-84.5199966430664
"620",94945,"Novato","CA",969,38.1199989318848,-122.550003051758
"621",97034,"Lake Oswego","OR",967,45.4099998474121,-122.690002441406
"622",76021,"Bedford","TX",964,32.8600006103516,-97.1399993896484
"623",2134,"Allston","MA",962,42.3600006103516,-71.129997253418
"624",22801,"Harrisonburg","VA",956,38.439998626709,-78.870002746582
"625",53140,"Kenosha","WI",956,42.5800018310547,-87.8300018310547
"626",77325,"Kingwood","TX",949,30.0699996948242,-95.2200012207031
"627",92211,"Palm Desert","CA",949,33.75,-116.330001831055
"628",75601,"Longview","TX",948,32.5200004577637,-94.7300033569336
"629",46032,"Carmel","IN",948,39.9700012207031,-86.1600036621094
"630",48310,"Sterling Heights","MI",946,42.5699996948242,-83.0699996948242
"631",3756,"Lebanon","NH",944,43.6399993896484,-72.25
"632",27260,"High Point","NC",940,35.9700012207031,-80
"633",46401,"Gary","IN",939,41.4599990844727,-87.2900009155273
"634",56301,"Saint Cloud","MN",939,45.5299987792969,-94.2099990844727
"635",34637,"Land O Lakes","FL",938,28.25,-82.5
"636",11101,"Long Island City","NY",938,40.75,-73.9400024414062
"637",6351,"Jewett City","CT",937,41.5999984741211,-71.9800033569336
"638",94506,"Danville","CA",935,37.810001373291,-121.910003662109
"639",11359,"Bayside","NY",929,40.7900009155273,-73.7799987792969
"640",27520,"Clayton","NC",929,35.6399993896484,-78.4400024414062
"641",46037,"Fishers","IN",929,39.9500007629395,-85.9700012207031
"642",42101,"Bowling Green","KY",928,37.0200004577637,-86.4599990844727
"643",94941,"Mill Valley","CA",928,37.8899993896484,-122.569999694824
"644",93534,"Lancaster","CA",924,34.689998626709,-118.139999389648
"645",23701,"Portsmouth","VA",921,36.810001373291,-76.370002746582
"646",98074,"Sammamish","WA",920,47.6199989318848,-122.050003051758
"647",73501,"Lawton","OK",920,34.6100006103516,-98.4000015258789
"648",49440,"Muskegon","MI",920,43.2299995422363,-86.25
"649",48187,"Canton","MI",920,42.3300018310547,-83.4800033569336
"650",94010,"Burlingame","CA",916,37.5699996948242,-122.360000610352
"651",36301,"Dothan","AL",916,31.2000007629395,-85.4199981689453
"652",78350,"Dinero","TX",914,28.2299995422363,-97.9599990844727
"653",32135,"Palm Coast","FL",914,29.5499992370605,-81.2300033569336
"654",30252,"McDonough","GA",911,33.4700012207031,-84.0500030517578
"655",95501,"Eureka","CA",910,40.7799987792969,-124.150001525879
"656",3431,"Keene","NH",909,42.939998626709,-72.2900009155273
"657",6040,"Manchester","CT",909,41.7799987792969,-72.5199966430664
"658",60187,"Wheaton","IL",908,41.8600006103516,-88.1100006103516
"659",6601,"Bridgeport","CT",907,41.1800003051758,-73.1999969482422
"660",8753,"Toms River","NJ",906,39.9900016784668,-74.1800003051758
"661",98290,"Snohomish","WA",906,47.939998626709,-122.019996643066
"662",33030,"Homestead","FL",904,25.4799995422363,-80.5100021362305
"663",94577,"San Leandro","CA",902,37.7200012207031,-122.160003662109
"664",92331,"Fontana","CA",899,34.0900001525879,-117.459999084473
"665",48306,"Rochester","MI",893,42.7200012207031,-83.1500015258789
"666",91709,"Chino Hills","CA",891,33.9900016784668,-117.680000305176
"667",3301,"Concord","NH",888,43.2400016784668,-71.5100021362305
"668",55801,"Duluth","MN",883,47.0999984741211,-91.8499984741211
"669",57701,"Rapid City","SD",882,44.0800018310547,-103.169998168945
"670",21014,"Bel Air","MD",881,39.5400009155273,-76.3600006103516
"671",20601,"Waldorf","MD",879,38.6300010681152,-76.870002746582
"672",78626,"Georgetown","TX",878,30.6399993896484,-97.6600036621094
"673",94589,"Vallejo","CA",877,38.1599998474121,-122.25
"674",75056,"The Colony","TX",874,33.0999984741211,-96.879997253418
"675",85338,"Goodyear","AZ",873,33.4300003051758,-112.379997253418
"676",94608,"Emeryville","CA",873,37.8300018310547,-122.290000915527
"677",70601,"Lake Charles","LA",873,30.2299995422363,-93.1900024414062
"678",48150,"Livonia","MI",872,42.3699989318848,-83.370002746582
"679",8807,"Bridgewater","NJ",871,40.5900001525879,-74.620002746582
"680",2886,"Warwick","RI",870,41.7000007629395,-71.4400024414062
"681",85364,"Yuma","AZ",869,32.7000007629395,-114.650001525879
"682",74011,"Broken Arrow","OK",868,35.9900016784668,-95.8099975585938
"683",12065,"Clifton Park","NY",868,42.8499984741211,-73.8000030517578
"684",1760,"Natick","MA",867,42.2900009155273,-71.3499984741211
"685",19335,"Downingtown","PA",865,40.0200004577637,-75.7099990844727
"686",34994,"Stuart","FL",863,27.2000007629395,-80.25
"687",32708,"Winter Springs","FL",861,28.6800003051758,-81.2799987792969
"688",21204,"Towson","MD",859,39.4000015258789,-76.6100006103516
"689",92629,"Dana Point","CA",858,33.4700012207031,-117.699996948242
"690",22009,"Burke","VA",858,38.7900009155273,-77.2699966430664
"691",28560,"New Bern","NC",857,35.0999984741211,-77.0299987792969
"692",29730,"Rock Hill","SC",856,34.9300003051758,-81.0199966430664
"693",63376,"Saint Peters","MO",852,38.7799987792969,-90.620002746582
"694",93010,"Camarillo","CA",848,34.2299995422363,-119.019996643066
"695",23111,"Mechanicsville","VA",847,37.6300010681152,-77.3600006103516
"696",91006,"Arcadia","CA",847,34.1399993896484,-118.019996643066
"697",64050,"Independence","MO",846,39.0900001525879,-94.4000015258789
"698",35401,"Tuscaloosa","AL",846,33.189998626709,-87.5599975585938
"699",10960,"Nyack","NY",843,41.0900001525879,-73.9300003051758
"700",12180,"Troy","NY",842,42.7400016784668,-73.6100006103516
"701",56001,"Mankato","MN",842,44.1599998474121,-94
"702",66502,"Manhattan","KS",839,39.2000007629395,-96.5999984741211
"703",97330,"Corvallis","OR",838,44.5999984741211,-123.269996643066
"704",53545,"Janesville","WI",837,42.689998626709,-89.0500030517578
"705",6457,"Middletown","CT",837,41.5499992370605,-72.6600036621094
"706",91303,"Canoga Park","CA",834,34.2000007629395,-118.599998474121
"707",93030,"Oxnard","CA",833,34.2200012207031,-119.180000305176
"708",99701,"Fairbanks","AK",830,64.8399963378906,-147.720001220703
"709",19080,"Wayne","PA",830,40.0400009155273,-75.3899993896484
"710",12590,"Wappingers Falls","NY",829,41.5999984741211,-73.8899993896484
"711",6497,"Stratford","CT",828,41.2099990844727,-73.129997253418
"712",55701,"Adolph","MN",828,46.8400001525879,-92.2200012207031
"713",32240,"Jacksonville Beach","FL",828,30.2800006866455,-81.4100036621094
"714",75032,"Rockwall","TX",827,32.8699989318848,-96.4100036621094
"715",92708,"Fountain Valley","CA",827,33.7200012207031,-117.940002441406
"716",8873,"Somerset","NJ",825,40.5,-74.5199966430664
"717",30038,"Lithonia","GA",824,33.6800003051758,-84.1600036621094
"718",27529,"Garner","NC",824,35.6800003051758,-78.6100006103516
"719",8854,"Piscataway","NJ",824,40.5499992370605,-74.4599990844727
"720",77375,"Tomball","TX",822,30.0799999237061,-95.620002746582
"721",21228,"Catonsville","MD",821,39.3300018310547,-76.7399978637695
"722",11385,"Ridgewood","NY",820,40.7000007629395,-73.879997253418
"723",95304,"Tracy","CA",814,37.7299995422363,-121.410003662109
"724",92653,"Laguna Hills","CA",813,33.5999984741211,-117.709999084473
"725",17701,"Williamsport","PA",812,41.2700004577637,-77.0400009155273
"726",29621,"Anderson","SC",811,34.5200004577637,-82.6399993896484
"727",30012,"Conyers","GA",809,33.7099990844727,-84.0100021362305
"728",80027,"Louisville","CO",809,39.9700012207031,-105.150001525879
"729",75019,"Coppell","TX",807,32.9599990844727,-96.9800033569336
"730",21060,"Glen Burnie","MD",806,39.1599998474121,-76.5800018310547
"731",7002,"Bayonne","NJ",806,40.6599998474121,-74.120002746582
"732",66203,"Shawnee","KS",806,39.0200004577637,-94.6999969482422
"733",19446,"Lansdale","PA",805,40.2400016784668,-75.2900009155273
"734",60126,"Elmhurst","IL",804,41.8899993896484,-87.9400024414062
"735",27540,"Holly Springs","NC",803,35.6199989318848,-78.8300018310547
"736",59715,"Bozeman","MT",799,45.6699981689453,-111.059997558594
"737",72901,"Fort Smith","AR",799,35.3699989318848,-94.4100036621094
"738",98315,"Silverdale","WA",798,47.7000007629395,-122.720001220703
"739",13088,"Liverpool","NY",797,43.1100006103516,-76.1999969482422
"740",98270,"Marysville","WA",797,48.060001373291,-122.150001525879
"741",66101,"Kansas City","KS",796,39.1199989318848,-94.629997253418
"742",6460,"Milford","CT",796,41.2299995422363,-73.0599975585938
"743",22601,"Winchester","VA",796,39.1800003051758,-78.1600036621094
"744",47801,"Terre Haute","IN",795,39.4700012207031,-87.4100036621094
"745",1830,"Haverhill","MA",794,42.7799987792969,-71.0800018310547
"746",60016,"Des Plaines","IL",794,42.0499992370605,-87.8899993896484
"747",7003,"Bloomfield","NJ",793,40.810001373291,-74.1900024414062
"748",95605,"West Sacramento","CA",793,38.5900001525879,-121.540000915527
"749",27510,"Carrboro","NC",792,35.9199981689453,-79.0800018310547
"750",93611,"Clovis","CA",792,36.8499984741211,-119.650001525879
"751",27526,"Fuquay Varina","NC",790,35.5999984741211,-78.7799987792969
"752",95762,"El Dorado Hills","CA",788,38.7200012207031,-121.080001831055
"753",23432,"Suffolk","VA",788,36.8699989318848,-76.5599975585938
"754",37801,"Maryville","TN",788,35.75,-83.9700012207031
"755",10583,"Scarsdale","NY",786,40.9900016784668,-73.8000030517578
"756",15901,"Johnstown","PA",785,40.3300018310547,-78.9100036621094
"757",48088,"Warren","MI",785,42.5200004577637,-82.9800033569336
"758",83814,"Coeur D Alene","ID",784,47.689998626709,-116.779998779297
"759",70448,"Mandeville","LA",783,30.3700008392334,-90.0299987792969
"760",14901,"Elmira","NY",783,42.0999984741211,-76.8099975585938
"761",11373,"Elmhurst","NY",783,40.7400016784668,-73.879997253418
"762",98329,"Gig Harbor","WA",782,47.3699989318848,-122.709999084473
"763",32905,"Palm Bay","FL",782,28.0300006866455,-80.5999984741211
"764",60076,"Skokie","IL",782,42.0299987792969,-87.7300033569336
"765",60007,"Elk Grove Village","IL",781,42.0099983215332,-88
"766",31601,"Valdosta","GA",779,30.8299999237061,-83.2799987792969
"767",83642,"Meridian","ID",777,43.6100006103516,-116.400001525879
"768",1801,"Woburn","MA",776,42.4799995422363,-71.1600036621094
"769",11372,"Jackson Heights","NY",774,40.75,-73.879997253418
"770",33160,"North Miami Beach","FL",773,25.9400005340576,-80.1399993896484
"771",98901,"Yakima","WA",772,46.6100006103516,-120.470001220703
"772",1923,"Danvers","MA",772,42.5699996948242,-70.9400024414062
"773",29680,"Simpsonville","SC",772,34.7200012207031,-82.2699966430664
"774",76301,"Wichita Falls","TX",771,33.9099998474121,-98.5
"775",62901,"Carbondale","IL",771,37.7299995422363,-89.2200012207031
"776",7054,"Parsippany","NJ",770,40.8600006103516,-74.4100036621094
"777",94546,"Castro Valley","CA",769,37.7299995422363,-122.080001831055
"778",31088,"Warner Robins","GA",769,32.5999984741211,-83.6399993896484
"779",34697,"Dunedin","FL",765,28.0300006866455,-82.7600021362305
"780",7601,"Hackensack","NJ",764,40.8899993896484,-74.0500030517578
"781",34777,"Winter Garden","FL",763,28.4899997711182,-81.6100006103516
"782",10591,"Tarrytown","NY",761,41.0800018310547,-73.8600006103516
"783",92543,"Hemet","CA",759,33.7000007629395,-116.980003356934
"784",50265,"West Des Moines","IA",758,41.5800018310547,-93.7600021362305
"785",49201,"Jackson","MI",757,42.25,-84.379997253418
"786",78130,"New Braunfels","TX",757,29.7199993133545,-98.0800018310547
"787",91784,"Upland","CA",757,34.1399993896484,-117.669998168945
"788",33594,"Valrico","FL",756,27.9200000762939,-82.25
"789",94002,"Belmont","CA",754,37.5099983215332,-122.300003051758
"790",85323,"Avondale","AZ",753,33.4300003051758,-112.349998474121
"791",901,"San Juan","PR",753,18.4599990844727,-66.1100006103516
"792",37075,"Hendersonville","TN",753,36.3199996948242,-86.6100006103516
"793",94533,"Fairfield","CA",752,38.2900009155273,-122.01000213623
"794",19054,"Levittown","PA",752,40.1699981689453,-74.8199996948242
"795",77501,"Pasadena","TX",752,29.6800003051758,-95.1699981689453
"796",44256,"Medina","OH",752,41.1300010681152,-81.8600006103516
"797",94952,"Petaluma","CA",752,38.2400016784668,-122.660003662109
"798",20815,"Chevy Chase","MD",751,38.9799995422363,-77.0800018310547
"799",79760,"Odessa","TX",751,31.8299999237061,-102.430000305176
"800",7095,"Woodbridge","NJ",751,40.560001373291,-74.2900009155273
